0.0,6405299.59698233,3661817.02853824,-11777.6557221207,
60.0,6204565.73796396,3987025.9023218,209509.064882032,
120.0,5981603.32351176,4297951.7940345,430043.773443595,
180.0,5737210.71363559,4593481.51565415,649034.963201251,
240.0,5472263.04606186,4872557.03152953,865696.667411177,
300.0,5187709.1024833,5134179.24628173,1079251.28020814,
360.0,4884567.9109591,5377411.58157657,1288932.34745811,
420.0,4563925.09663257,5601383.32896334,1493987.31758602,
480.0,4226928.99383472,5805292.76677707,1693680.24250569,
540.0,3874786.53349729,5988410.02994665,1887294.41895837,
600.0,3508758.92060394,6150079.72243625,2074134.96077998,
660.0,3130157.11716048,6289723.26296923,2253531.29286511,
720.0,2740337.14686195,6406840.95563896,2424839.55787693,
780.0,2340695.23827334,6501013.77799633,2587444.9270652,
840.0,1932662.8239195,6571904.88021562,2740763.80689883,
900.0,1517701.41319603,6619260.78997509,2884245.9335934,
960.0,1097297.35746539,6642912.31874247,3017376.34801628,
1020.0,672956.526088843,6642775.16622512,3139677.24388134,
1080.0,246198.912464181,6618850.22082535,3250709.6826002,
1140.0,-181446.810609834,6571223.55503005,3350075.1686353,
1200.0,-608448.766739489,6500066.11575633,3437417.07970078,
1260.0,-1033277.36329795,6405633.11076719,3512421.9466784,
1320.0,-1454410.77068648,6288263.09335956,3574820.57865457,
1380.0,-1870340.37386741,6148376.74860748,3624389.02904109,
1440.0,-2279576.17664018,5986475.38551204,3660949.39931188,
1500.0,-2680652.13930095,5803139.14046247,3684370.47747139,
1560.0,-3072131.43056432,5599024.89844678,3694568.20896311,
1620.0,-3452611.57493291,5374863.93946075,3691505.99832816,
1680.0,-3820729.47707449,5131459.31854821,3675194.8405313,
1740.0,-4175166.3052068,4869682.98885895,3645693.28148332,
1800.0,-4514652.21599501,4590472.67803123,3603107.20790114,
1860.0,-4837970.90403419,4294828.52908835,3547589.46726033,
1920.0,-5143963.95961719,3983809.51788246,3479339.3192038,
1980.0,-5431535.01917515,3658529.65991836,3398601.72037571,
2040.0,-5699653.69351984,3320154.02014414,3305666.44524751,
2100.0,-5947359.25981326,2969894.5400011,3200867.04609144,
2160.0,-6173764.10403561,2609005.69667907,3084579.65583426,
2220.0,-6378056.90161675,2238780.01012435,2957221.63808795,
2280.0,-6559505.52483372,1860543.41389212,2819250.08920238,
2340.0,-6717459.6665555,1475650.50642263,2671160.19771629,
2400.0,-6851353.1709324,1085479.69974822,2513483.46709464,
2460.0,-6960706.06267672,691428.283005497,2346785.80813091,
2520.0,-7045126.26766122,294907.418431535,2171665.50786096,
2580.0,-7104311.01866734,-102662.912235415,1988751.08227807,
2640.0,-7138047.94124306,-499858.992852971,1798699.02055591,
2700.0,-7146215.8157759,-895258.471259165,1602191.4288755,
2760.0,-7128785.01304659,-1287445.45268702,1399933.58231268,
2820.0,-7085817.60169833,-1675015.56996976,1192651.39357234,
2880.0,-7017467.1272319,-2056581.01238053,981088.807654365,
2940.0,-6923978.0633135,-2430775.49509937,766005.131801961,
3000.0,-6805684.93735609,-2796259.15151248,548172.310315165,
